OrderID,UserID,TableNumber,WaiterID,OrderDateTime,ItemsOrdered,NumberOfGuests,BillAmount,PaymentMethod,DiscountUsed,WaitTime,Tip,CustomerSatisfaction
O0216,U026,9,W007,1/3/2025 16:56,"[Soup,Bread,Salad,Burger,Coke]",5,66.24,CreditCard,No,23,4.18,Satisfied
O0217,U043,1,W007,1/5/2025 0:06,[Juice],2,32.76,PayPal,No,5,4.04,Satisfied
O0218,U007,9,W008,1/1/2025 17:57,"[Water,Soup,Beer,Pasta,Salad]",5,137.84,PayPal,Yes,55,5.72,Neutral
O0219,U015,1,W007,1/5/2025 8:01,"[Pizza,Bread,Burger,Steak]",3,66.96,CreditCard,No,60,6.58,Satisfied
O0220,U020,8,W007,1/6/2025 11:23,"[Bread,Pasta,Salad]",6,89.83,PayPal,No,49,0,Unsatisfied
O0221,U045,8,W010,1/6/2025 7:59,"[Water,Beer,Wine,Soup]",6,116.99,PayPal,No,15,8,Neutral
O0222,U001,10,W006,1/3/2025 18:58,[Wine],4,17.17,Cash,Yes,24,1.52,Neutral
O0223,U050,2,W010,1/1/2025 13:19,"[Beer,Pasta]",3,53.52,PayPal,No,14,0,Unsatisfied
O0224,U038,10,W010,1/7/2025 0:52,"[Salad,Bread,Wine,Coke]",5,45.54,CreditCard,Yes,31,2.96,Satisfied
O0225,U041,9,W006,1/8/2025 15:36,"[Pizza,Wine,Bread,Fries]",1,117.36,CreditCard,No,31,10.17,Neutral
O0226,U044,10,W009,1/9/2025 12:01,"[Soup,Pizza,Burger,Juice,Steak]",3,127.61,PayPal,Yes,50,0,Unsatisfied
O0227,U041,3,W007,1/9/2025 5:08,[Bread],4,37.29,PayPal,Yes,44,0,Unsatisfied
O0228,U005,2,W006,1/9/2025 6:59,[Burger],2,21.98,Cash,No,43,0,Unsatisfied
O0229,U017,10,W004,1/5/2025 7:15,"[Juice,Water,Beer]",6,39.48,PayPal,Yes,59,0,Unsatisfied
O0230,U047,6,W002,1/7/2025 1:43,"[Pizza,Wine]",3,44.77,PayPal,Yes,56,0.6,Neutral
O0231,U018,2,W010,1/8/2025 10:44,"[Water,Bread,Soup,Burger,Coke]",5,105.25,PayPal,Yes,34,12.79,Satisfied
O0232,U046,1,W003,1/10/2025 10:21,"[Fries,Bread,Coke]",4,75.04,Cash,No,21,0,Unsatisfied
O0233,U019,10,W003,1/6/2025 19:04,[Steak],3,32.36,Cash,No,51,5.93,Satisfied
O0234,U044,7,W009,1/4/2025 14:59,"[Salad,Bread,Coke]",6,60.81,Cash,Yes,54,0,Unsatisfied
O0235,U050,3,W006,1/8/2025 20:31,"[Bread,Steak,Pasta]",4,80.94,CreditCard,No,54,0,Unsatisfied
O0236,U031,9,W009,1/5/2025 20:15,"[Salad,Beer,Wine,Juice,Pasta]",6,81.83,CreditCard,Yes,40,0,Unsatisfied
O0237,U042,1,W002,1/2/2025 1:50,"[Steak,Salad,Pizza,Juice,Wine]",1,71.7,CreditCard,Yes,50,6.42,Satisfied
O0238,U037,8,W007,1/3/2025 18:48,"[Wine,Steak,Coke,Beer]",4,103.63,CreditCard,Yes,54,0,Unsatisfied
O0239,U026,2,W010,1/8/2025 22:06,"[Pasta,Pizza,Water,Fries,Beer]",4,108,Cash,Yes,18,18.59,Satisfied
O0240,U040,5,W006,1/2/2025 12:56,"[Pasta,Fries]",3,62.13,CreditCard,Yes,47,5.14,Satisfied
O0241,U012,7,W001,1/9/2025 1:17,"[Pizza,Fries]",4,32.33,CreditCard,Yes,,4.36,Satisfied
O0242,U018,9,W002,1/4/2025 17:41,[Steak],6,38.87,Cash,Yes,27,0,Unsatisfied
O0243,U045,3,W001,1/6/2025 7:04,"[Juice,Water,Salad,Burger,Pasta]",3,90.77,PayPal,No,17,3.71,Neutral
O0244,U027,10,W009,1/2/2025 5:18,"[Beer,Coke,Soup,Fries]",3,74.11,Cash,Yes,33,8.77,Satisfied
O0245,U026,1,W010,1/5/2025 4:20,"[Pizza,Coke,Salad,Steak,Water]",3,69.09,CreditCard,No,50,7.11,Satisfied
O0246,U044,5,W006,1/5/2025 0:49,"[Steak,Wine,Water]",3,55.93,Cash,Yes,48,0,Unsatisfied
O0247,U026,2,W003,1/3/2025 10:10,"[Pizza,Coke,Steak,Water]",3,105.97,CreditCard,Yes,12,0,Unsatisfied
O0248,U028,7,W002,1/10/2025 5:29,[Water],2,29.75,Cash,No,60,0,Unsatisfied
O0249,U017,2,W005,1/8/2025 10:08,[Water],4,37.13,PayPal,No,24,3.18,Neutral
O0250,U050,4,W003,1/9/2025 6:05,"[Pizza,Steak,Coke,Water,Bread]",5,77.87,CreditCard,No,,0,Unsatisfied
O0251,U010,10,W002,1/3/2025 6:23,"[Soup,Pasta,Bread,Fries]",4,102.59,Cash,No,53,0,Unsatisfied
O0252,U045,2,W004,1/3/2025 5:34,"[Coke,Bread]",6,47.16,CreditCard,Yes,7,1.93,Neutral
O0253,U013,7,W001,1/4/2025 19:17,"[Fries,Beer]",6,45.98,CreditCard,Yes,33,6.74,Satisfied
O0254,U010,1,W004,1/8/2025 23:25,"[Fries,Steak]",6,36.92,Cash,Yes,19,3.2,Neutral
O0255,U027,5,W010,1/5/2025 1:50,[Beer],4,40.62,Cash,No,33,0,Unsatisfied
O0256,U035,9,W010,1/4/2025 0:36,"[Bread,Burger,Water,Beer]",5,105.48,PayPal,No,18,10.59,Satisfied
O0257,U019,4,W001,1/8/2025 23:54,[Coke],2,31.19,Cash,No,8,0,Unsatisfied
O0258,U020,1,W004,1/7/2025 21:11,"[Pizza,Bread]",5,41.37,CreditCard,Yes,41,2.7,Neutral
O0259,U020,5,W006,1/7/2025 5:04,"[Soup,Bread,Pizza,Burger]",6,133.92,CreditCard,No,37,0,Unsatisfied
O0260,U023,10,W005,1/9/2025 20:10,"[Burger,Steak,Soup,Bread]",5,89.47,Cash,No,17,7.24,Neutral
O0261,U040,8,W010,1/7/2025 14:49,"[Salad,Beer]",1,43.5,CreditCard,Yes,,1.51,Neutral
O0262,U036,10,W001,1/3/2025 16:10,"[Beer,Wine,Pizza,Juice,Pasta]",3,49.21,Cash,Yes,42,0,Unsatisfied
O0263,U015,7,W009,1/7/2025 8:23,[Bread],2,29.4,CreditCard,No,56,0,Unsatisfied
O0264,U040,6,W005,1/1/2025 10:27,[Wine],2,21.39,PayPal,No,25,1.39,Neutral
O0265,U009,1,W010,1/9/2025 18:42,"[Fries,Pasta]",2,40.11,PayPal,No,55,0,Unsatisfied
O0266,U032,10,W010,1/6/2025 23:49,"[Salad,Steak,Soup,Burger]",5,89.54,Cash,Yes,11,8.19,Neutral
O0267,U047,2,W009,1/8/2025 21:58,"[Steak,Fries,Coke,Bread]",4,95.75,Cash,No,17,0,Unsatisfied
O0268,U036,8,W009,1/6/2025 19:18,"[Wine,Pasta]",5,48.44,PayPal,No,18,0.48,Neutral
O0269,U021,4,W009,1/3/2025 3:26,"[Steak,Beer,Juice,Bread,Pizza]",6,82.22,CreditCard,Yes,35,13.02,Satisfied
O0270,U019,5,W003,1/2/2025 16:31,"[Pizza,Water,Beer]",5,70.78,CreditCard,Yes,6,0,Unsatisfied
O0271,U034,6,W001,1/7/2025 18:48,"[Wine,Bread,Water]",5,95.42,CreditCard,No,50,0,Unsatisfied
O0272,U008,1,W006,1/2/2025 6:54,"[Burger,Wine,Coke,Steak]",3,120.8,PayPal,No,27,8.74,Satisfied
O0273,U050,6,W003,1/9/2025 8:24,"[Pasta,Water,Wine]",1,58.62,Cash,Yes,47,5.55,Satisfied
O0274,U013,6,W007,1/10/2025 5:17,"[Coke,Salad,Fries]",1,44.99,CreditCard,No,34,3.29,Neutral
O0275,U023,5,W006,1/3/2025 10:06,[Pasta],1,21.65,Cash,No,26,0,Unsatisfied
O0276,U048,4,W008,1/4/2025 12:54,"[Coke,Fries,Water]",3,80.99,PayPal,No,52,6.94,Neutral
O0277,U039,5,W005,1/8/2025 15:11,"[Water,Fries]",6,40.99,Cash,Yes,,4.04,Neutral
O0278,U044,1,W008,1/10/2025 17:28,"[Steak,Fries]",6,62.23,CreditCard,No,56,5.9,Neutral
O0279,U007,8,W010,1/4/2025 14:43,"[Water,Bread]",2,21.14,PayPal,Yes,31,3.59,Satisfied
O0280,U046,10,W004,1/3/2025 18:24,[Burger],4,29.8,CreditCard,Yes,50,0.81,Neutral
O0281,U049,9,W002,1/5/2025 8:09,[Water],5,21.82,CreditCard,Yes,9,2.11,Satisfied
O0282,U018,8,W010,1/7/2025 11:41,"[Coke,Juice]",4,54.73,Cash,Yes,51,2.64,Neutral
O0283,U027,3,W001,1/9/2025 16:46,"[Soup,Wine,Beer,Coke,Bread]",4,81.03,CreditCard,No,17,2.68,Neutral
O0284,U013,6,W002,1/4/2025 0:11,"[Wine,Pizza,Fries]",1,44.44,CreditCard,No,17,0,Unsatisfied
O0285,U043,10,W007,1/8/2025 2:38,"[Wine,Salad,Juice]",4,70.03,Cash,Yes,40,0,Unsatisfied
O0286,U011,1,W005,1/7/2025 0:27,[Bread],2,24.64,Cash,Yes,39,4.88,Satisfied
O0287,U028,4,W007,1/2/2025 6:50,"[Beer,Burger,Fries,Wine]",2,124.27,PayPal,No,14,1.48,Neutral
O0288,U040,3,W007,1/2/2025 15:17,"[Water,Pasta,Beer]",2,77.9,PayPal,No,36,11.76,Satisfied
O0289,U046,1,W004,1/7/2025 21:08,"[Steak,Pasta,Coke,Pizza]",5,92.52,Cash,Yes,32,12.11,Satisfied
O0290,U003,7,W002,1/8/2025 16:08,[Beer],2,14.71,Cash,Yes,24,0.74,Satisfied
O0291,U038,9,W004,1/6/2025 12:01,"[Pizza,Water]",5,40.13,PayPal,Yes,36,0.67,Neutral
O0292,U001,2,W008,1/4/2025 12:30,"[Beer,Bread,Coke,Burger]",1,48.33,PayPal,No,27,0,Unsatisfied
O0293,U029,6,W003,1/7/2025 16:13,"[Juice,Coke,Pasta,Salad,Fries]",3,131.08,Cash,No,33,8.94,Satisfied
O0294,U019,5,W002,1/9/2025 14:56,"[Salad,Wine,Bread,Burger,Steak]",3,74.42,CreditCard,No,59,0,Unsatisfied
O0295,U002,8,W001,1/10/2025 0:27,"[Pizza,Salad,Juice,Soup,Beer]",4,122.29,CreditCard,No,23,21.29,Satisfied
O0296,U008,2,W006,1/6/2025 1:59,"[Soup,Salad]",2,35.53,CreditCard,Yes,25,4.46,Satisfied
O0297,U031,2,W007,1/6/2025 21:14,"[Soup,Coke,Salad,Wine]",3,113.78,PayPal,No,15,0,Unsatisfied
O0298,U041,4,W001,1/1/2025 18:58,"[Burger,Wine,Steak]",4,66.86,CreditCard,Yes,30,4.94,Neutral
O0299,U006,1,W001,1/5/2025 3:45,"[Pizza,Steak]",1,33.57,CreditCard,Yes,21,0,Unsatisfied
O0300,U015,1,W010,1/6/2025 4:43,[Burger],6,30.95,PayPal,No,28,4.29,Satisfied
O0301,U022,9,W001,1/7/2025 13:07,"[Soup,Juice,Coke,Bread]",1,70.99,PayPal,Yes,50,10.93,Satisfied
O0302,U001,6,W010,1/9/2025 4:00,"[Beer,Pasta,Coke,Salad,Juice]",4,134.98,Cash,Yes,,14.02,Satisfied
O0303,U031,1,W008,1/1/2025 11:53,"[Salad,Wine,Coke,Steak,Fries]",3,65.12,Cash,No,9,4.37,Neutral
O0304,U001,3,W009,1/10/2025 3:22,"[Beer,Soup]",4,53.18,CreditCard,No,32,9.76,Satisfied
O0305,U048,10,W006,1/7/2025 10:35,"[Salad,Fries,Water,Bread]",2,109.14,PayPal,Yes,58,16.71,Satisfied
O0306,U047,10,W005,1/8/2025 0:49,"[Burger,Beer,Pasta,Wine]",1,103.5,CreditCard,Yes,47,9.89,Neutral
O0307,U009,5,W007,1/9/2025 23:02,"[Pizza,Beer,Salad,Steak,Water]",6,96.19,PayPal,Yes,22,9.67,Satisfied
O0308,U049,8,W001,1/5/2025 0:50,"[Soup,Bread]",6,53.91,CreditCard,No,33,5.09,Neutral
O0309,U007,6,W009,1/7/2025 5:02,"[Burger,Coke,Pizza,Steak]",4,81.06,PayPal,No,35,5.03,Neutral
O0310,U029,5,W004,1/6/2025 16:59,[Salad],3,31.57,CreditCard,No,40,2.63,Neutral
O0311,U005,6,W007,1/7/2025 3:26,"[Pizza,Coke,Pasta]",5,54.29,PayPal,No,35,9.3,Satisfied
O0312,U003,5,W001,1/5/2025 20:04,"[Soup,Juice,Beer]",4,57.3,CreditCard,No,57,4.06,Neutral
O0313,U035,4,W008,1/7/2025 23:35,"[Water,Beer,Salad]",2,59.95,PayPal,No,7,5.02,Neutral
O0314,U013,10,W005,1/5/2025 3:16,"[Juice,Coke,Wine,Soup,Water]",4,117.77,PayPal,No,11,4.92,Neutral
O0315,U010,9,W006,1/1/2025 12:18,[Pasta],5,31.71,Cash,Yes,6,2,Satisfied
O0316,U044,3,W004,1/6/2025 21:26,"[Fries,Soup]",2,25,Cash,Yes,48,0,Unsatisfied
O0317,U026,7,W006,1/6/2025 10:12,"[Water,Soup,Wine]",5,86.26,CreditCard,No,39,0,Unsatisfied
O0318,U040,8,W006,1/6/2025 6:19,"[Steak,Wine,Pasta,Pizza,Beer]",6,81.9,Cash,Yes,7,11.27,Satisfied
O0319,U019,8,W008,1/3/2025 3:15,"[Steak,Pizza,Coke]",5,96.08,CreditCard,No,13,7.94,Satisfied
O0320,U011,4,W010,1/6/2025 0:08,"[Burger,Wine,Coke,Water,Pasta]",3,80.92,Cash,No,16,5.09,Neutral
O0321,U043,3,W004,1/2/2025 12:38,[Pasta],3,27.08,CreditCard,Yes,45,1.64,Neutral
O0322,U018,10,W002,1/9/2025 23:45,"[Steak,Coke,Pizza,Juice,Water]",4,63.48,CreditCard,Yes,36,3.14,Neutral
O0323,U007,3,W003,1/10/2025 1:58,"[Beer,Bread,Coke,Fries]",4,120.64,PayPal,No,39,19.78,Satisfied
O0324,U017,5,W005,1/1/2025 14:12,"[Pizza,Beer,Burger,Fries,Salad]",4,94.47,PayPal,Yes,27,18.11,Satisfied
O0325,U018,7,W009,1/8/2025 6:20,"[Steak,Pasta,Water,Wine]",5,98.83,CreditCard,Yes,31,3.64,Neutral
O0326,U027,8,W006,1/1/2025 13:30,"[Coke,Wine,Beer]",4,61.99,CreditCard,No,16,6.07,Satisfied
O0327,U037,10,W001,1/8/2025 23:47,"[Beer,Juice,Bread]",5,79.24,PayPal,No,38,1.52,Neutral
O0328,U032,2,W005,1/4/2025 16:32,"[Fries,Steak,Salad]",6,48.43,Cash,Yes,49,0,Unsatisfied
O0329,U038,5,W005,1/6/2025 3:50,"[Fries,Coke]",3,60.61,Cash,Yes,11,0,Unsatisfied
O0330,U016,1,W010,1/7/2025 12:07,"[Soup,Salad]",4,73.15,CreditCard,No,54,0,Unsatisfied
O0331,U034,7,W008,1/5/2025 17:39,"[Steak,Soup,Wine,Pasta,Salad]",5,129.57,Cash,Yes,32,0,Unsatisfied
O0332,U042,2,W009,1/2/2025 14:31,"[Water,Bread,Soup,Pizza,Burger]",1,68.97,Cash,No,41,3.88,Neutral
O0333,U021,1,W006,1/6/2025 8:09,[Bread],6,35.37,Cash,No,24,0,Unsatisfied
O0334,U026,10,W002,1/6/2025 12:42,"[Steak,Bread]",2,37.32,Cash,Yes,57,5.88,Satisfied
O0335,U044,1,W010,1/2/2025 2:44,"[Salad,Fries,Bread,Soup,Juice]",1,118.73,CreditCard,No,12,12.32,Satisfied
O0336,U017,9,W003,1/10/2025 17:44,"[Pasta,Wine,Burger,Pizza]",2,80.07,PayPal,Yes,43,0,Unsatisfied
O0337,U033,8,W007,1/6/2025 8:56,[Steak],2,27.84,Cash,Yes,30,3.16,Satisfied
O0338,U034,9,W010,1/2/2025 16:51,"[Pasta,Soup,Water,Steak,Wine]",3,149.83,CreditCard,No,17,9.21,Neutral
O0339,U024,5,W007,1/6/2025 21:28,"[Pizza,Water,Coke,Wine,Salad]",1,89.77,PayPal,No,18,8.78,Neutral
O0340,U021,6,W010,1/3/2025 10:21,"[Juice,Coke,Beer,Pasta,Soup]",4,71.09,CreditCard,Yes,47,9.09,Satisfied
O0341,U031,9,W008,1/6/2025 17:07,"[Steak,Wine,Burger]",1,31.29,Cash,Yes,38,0,Unsatisfied
O0342,U015,5,W010,1/10/2025 18:06,"[Coke,Salad,Beer,Wine]",4,55.74,CreditCard,Yes,,4.14,Neutral
O0343,U015,5,W003,1/10/2025 2:30,"[Pizza,Burger,Steak,Wine]",2,96.72,Cash,Yes,24,0,Unsatisfied
O0344,U012,9,W010,1/4/2025 3:09,"[Salad,Coke,Pasta,Soup]",3,48.63,CreditCard,Yes,15,9.39,Satisfied
O0345,U027,7,W008,1/2/2025 3:44,"[Wine,Steak]",1,24.65,CreditCard,Yes,52,0,Unsatisfied
O0346,U030,6,W009,1/10/2025 15:13,"[Salad,Juice,Coke,Water,Burger]",4,112.48,Cash,Yes,34,13.39,Satisfied
O0347,U029,4,W002,1/10/2025 6:48,"[Soup,Bread]",3,38.63,Cash,Yes,54,0,Unsatisfied
O0348,U020,1,W001,1/10/2025 6:06,[Steak],3,24.95,CreditCard,No,46,4.1,Satisfied
O0349,U035,7,W002,1/4/2025 17:41,"[Beer,Juice,Fries]",6,81.18,Cash,No,8,1.8,Neutral
O0350,U034,10,W002,1/7/2025 8:50,[Soup],6,34.08,CreditCard,Yes,53,3.39,Satisfied
O0351,U024,3,W004,1/2/2025 18:45,"[Water,Pizza,Juice]",3,80.54,Cash,No,7,0,Unsatisfied
O0352,U049,5,W010,1/5/2025 2:06,"[Wine,Bread,Burger,Beer,Steak]",1,55.99,Cash,Yes,46,4.79,Neutral
O0353,U047,1,W003,1/2/2025 7:15,"[Burger,Wine,Bread]",4,62.84,PayPal,Yes,51,5.83,Neutral
O0354,U009,7,W004,1/10/2025 3:00,"[Fries,Juice]",6,53.36,CreditCard,Yes,41,4.71,Neutral
O0355,U045,9,W002,1/7/2025 15:41,"[Steak,Bread,Water,Pasta]",5,59.8,PayPal,Yes,27,9.46,Satisfied
O0356,U033,8,W008,1/6/2025 15:03,"[Burger,Fries,Coke]",2,79.02,PayPal,Yes,35,12.59,Satisfied
O0357,U036,10,W009,1/4/2025 13:44,[Water],3,30.43,CreditCard,No,59,0,Unsatisfied
O0358,U033,7,W010,1/10/2025 14:40,"[Soup,Coke,Salad,Pasta]",6,119.67,PayPal,Yes,40,8.5,Satisfied
O0359,U023,3,W002,1/5/2025 13:08,[Fries],3,20.2,CreditCard,Yes,25,0,Unsatisfied
O0360,U010,8,W010,1/2/2025 21:40,"[Soup,Juice]",3,58.29,PayPal,Yes,43,1.28,Neutral
O0361,U010,7,W006,1/5/2025 18:46,"[Coke,Wine,Bread]",4,84.45,CreditCard,No,22,0,Unsatisfied
O0362,U044,5,W001,1/4/2025 20:27,"[Water,Beer,Pizza]",4,88.07,PayPal,Yes,24,2.02,Neutral
O0363,U008,10,W003,1/5/2025 3:51,"[Soup,Water,Bread]",5,75.15,Cash,No,11,9.28,Satisfied
O0364,U020,7,W007,1/9/2025 17:10,[Steak],1,19.21,CreditCard,Yes,40,0.1,Neutral
O0365,U012,8,W001,1/6/2025 15:33,[Coke],2,18.61,CreditCard,No,9,2,Satisfied
O0366,U002,5,W003,1/3/2025 12:26,"[Steak,Burger]",4,31.65,Cash,Yes,60,1.94,Neutral
O0367,U045,6,W003,1/7/2025 0:17,"[Bread,Soup]",6,33,CreditCard,Yes,59,3.96,Satisfied
O0368,U050,6,W007,1/8/2025 13:40,"[Pasta,Coke,Burger,Bread,Steak]",3,154.82,CreditCard,No,34,0,Unsatisfied
O0369,U008,10,W007,1/3/2025 14:41,[Pasta],1,18.18,PayPal,No,55,0.82,Neutral
O0370,U001,5,W009,1/9/2025 10:11,"[Pasta,Wine,Bread,Juice,Beer]",2,57.98,CreditCard,No,,0,Unsatisfied
O0371,U015,3,W007,1/1/2025 12:01,"[Fries,Juice,Pizza,Coke]",5,86.33,CreditCard,No,57,0,Unsatisfied
O0372,U050,7,W003,1/2/2025 17:35,"[Beer,Burger,Juice,Pasta]",5,59.01,CreditCard,Yes,40,3.23,Neutral
O0373,U035,5,W005,1/10/2025 14:54,"[Water,Soup,Fries]",6,66.36,CreditCard,No,38,0.76,Neutral
O0374,U012,9,W002,1/1/2025 20:11,"[Salad,Beer]",5,40.87,PayPal,Yes,37,3.64,Neutral
O0375,U022,8,W001,1/6/2025 2:53,[Soup],6,24.68,PayPal,Yes,41,4.05,Satisfied
O0376,U022,2,W008,1/6/2025 14:31,"[Juice,Steak,Burger]",5,51.66,PayPal,No,11,3.4,Neutral
O0377,U014,9,W006,1/10/2025 6:16,[Steak],4,20.52,CreditCard,Yes,58,1.74,Satisfied
O0378,U036,7,W006,1/2/2025 6:36,"[Burger,Salad,Juice,Bread]",6,72.54,Cash,Yes,55,4.03,Satisfied
O0379,U045,5,W002,1/5/2025 16:41,"[Coke,Fries]",6,64.12,PayPal,No,20,2.36,Neutral
O0380,U026,8,W001,1/5/2025 2:44,"[Fries,Salad,Beer]",1,46.64,CreditCard,Yes,55,0,Unsatisfied
O0381,U041,5,W003,1/6/2025 22:41,"[Bread,Fries]",2,22.16,Cash,Yes,25,0,Unsatisfied
O0382,U004,1,W007,1/10/2025 14:14,"[Soup,Coke,Salad,Wine,Pasta]",1,83.23,PayPal,No,28,11.27,Satisfied
O0383,U039,2,W008,1/8/2025 4:29,"[Fries,Beer,Soup]",3,82.94,PayPal,No,18,0,Unsatisfied
O0384,U037,3,W001,1/9/2025 17:00,"[Pasta,Coke,Steak,Beer,Pizza]",2,132.35,Cash,No,,12.07,Neutral
O0385,U025,9,W008,1/2/2025 3:13,"[Salad,Juice,Beer,Pasta,Water]",5,128.21,PayPal,Yes,35,11.69,Neutral
O0386,U021,8,W001,1/8/2025 6:08,"[Pizza,Coke,Salad]",1,60.91,PayPal,Yes,37,3.53,Neutral
O0387,U035,3,W010,1/5/2025 22:01,"[Pasta,Salad,Burger,Juice]",3,114.43,CreditCard,No,43,9.85,Neutral
O0388,U017,8,W004,1/6/2025 23:04,"[Wine,Soup,Beer,Salad,Juice]",2,56.19,PayPal,Yes,40,4.8,Neutral
O0389,U026,9,W001,1/9/2025 14:19,"[Juice,Pizza,Burger]",2,88.19,PayPal,Yes,18,0,Unsatisfied
O0390,U014,1,W001,1/1/2025 19:11,"[Coke,Pasta,Bread,Fries]",2,73.6,Cash,No,45,7.75,Satisfied
O0391,U032,7,W003,1/10/2025 15:44,"[Juice,Water,Pasta]",4,47.56,CreditCard,Yes,19,1.55,Neutral
O0392,U013,5,W004,1/7/2025 18:01,"[Water,Pasta,Beer]",4,74.95,PayPal,Yes,31,9.09,Satisfied
O0393,U033,1,W005,1/3/2025 22:14,[Wine],4,39.08,Cash,Yes,40,1.34,Neutral
O0394,U046,9,W002,1/9/2025 17:54,"[Steak,Pasta,Soup]",2,61.49,CreditCard,Yes,44,0,Unsatisfied
O0395,U013,10,W001,1/9/2025 15:07,"[Burger,Salad,Fries,Steak]",5,68.59,PayPal,Yes,12,0,Unsatisfied
O0396,U007,9,W004,1/2/2025 19:28,"[Water,Coke]",5,52.71,PayPal,Yes,49,2.02,Neutral
O0397,U015,6,W002,1/9/2025 11:58,"[Steak,Soup]",4,38.93,CreditCard,No,57,2.52,Satisfied
O0398,U004,2,W007,1/3/2025 15:10,"[Bread,Beer,Water]",3,44.15,Cash,No,31,2.63,Satisfied
O0399,U014,8,W005,1/3/2025 22:52,"[Pizza,Salad,Steak]",6,47.55,CreditCard,Yes,19,0,Unsatisfied
O0400,U007,7,W003,1/2/2025 14:46,[Pizza],6,24.19,PayPal,No,23,2.28,Neutral
O0401,U011,1,W005,1/9/2025 12:00,"[Pasta,Beer]",2,33.6,Cash,No,24,5.35,Satisfied
O0402,U039,3,W003,1/8/2025 22:21,"[Steak,Burger,Soup]",6,82.35,CreditCard,Yes,17,0,Unsatisfied
O0403,U050,5,W003,1/9/2025 10:04,"[Salad,Steak,Juice]",6,37.38,CreditCard,Yes,17,2.52,Neutral
O0404,U014,1,W005,1/1/2025 17:02,"[Water,Fries]",1,44.76,CreditCard,No,48,1.27,Neutral
O0405,U037,5,W002,1/4/2025 17:44,"[Salad,Beer,Juice]",2,89.2,CreditCard,No,20,8.82,Neutral
O0406,U040,6,W006,1/2/2025 22:25,"[Fries,Burger,Wine]",5,90.96,PayPal,No,49,8.36,Neutral
O0407,U043,10,W004,1/6/2025 5:00,[Water],1,18.59,PayPal,Yes,6,1.44,Satisfied
O0408,U017,5,W001,1/4/2025 15:15,"[Bread,Water,Fries,Juice]",4,84.83,PayPal,Yes,56,14.2,Satisfied
O0409,U005,6,W001,1/1/2025 16:37,"[Beer,Pizza,Salad,Burger]",2,80.88,PayPal,No,20,10.43,Satisfied
O0410,U025,6,W005,1/10/2025 11:13,"[Pizza,Burger,Salad,Coke,Water]",6,84.5,Cash,No,20,4.82,Satisfied
O0411,U035,5,W001,1/5/2025 19:04,"[Pasta,Bread,Pizza,Water]",2,118.42,CreditCard,No,42,0,Unsatisfied
O0412,U017,7,W009,1/6/2025 21:00,"[Steak,Burger]",6,55.84,PayPal,Yes,5,0,Unsatisfied
O0413,U027,1,W009,1/7/2025 6:13,"[Coke,Water]",2,54.06,PayPal,No,6,0,Unsatisfied
O0414,U014,8,W001,1/2/2025 22:15,[Pasta],1,24.1,PayPal,Yes,16,0.54,Neutral
O0415,U043,5,W005,1/4/2025 10:59,"[Juice,Soup]",1,24.6,CreditCard,Yes,37,0,Unsatisfied
O0416,U043,5,W004,1/2/2025 19:16,[Water],4,31.95,PayPal,Yes,45,1.78,Satisfied
O0417,U019,8,W008,1/4/2025 19:50,"[Water,Soup,Fries,Pizza]",6,128.84,CreditCard,No,10,0,Unsatisfied
O0418,U020,2,W003,1/7/2025 17:52,[Water],6,51.62,CreditCard,No,32,7.6,Satisfied
O0419,U013,4,W009,1/10/2025 18:40,"[Water,Salad,Fries]",4,51.66,CreditCard,No,6,0.96,Neutral
O0420,U008,5,W006,1/1/2025 20:19,"[Beer,Steak,Salad,Water]",1,82.82,Cash,Yes,29,0,Unsatisfied
O0421,U010,10,W009,1/5/2025 17:57,[Burger],4,28.68,PayPal,Yes,41,0,Unsatisfied
O0422,U016,7,W009,1/3/2025 17:55,[Beer],2,22.16,PayPal,Yes,55,1.45,Satisfied
O0423,U026,2,W007,1/8/2025 9:28,"[Salad,Juice]",3,49.67,PayPal,No,56,2.54,Neutral
O0424,U027,5,W004,1/6/2025 11:29,"[Wine,Salad,Burger,Steak,Beer]",3,118.38,Cash,Yes,28,0,Unsatisfied
O0425,U009,10,W002,1/9/2025 9:21,"[Water,Wine,Juice]",4,78.28,Cash,Yes,,0,Unsatisfied
O0426,U002,2,W002,1/7/2025 17:58,[Soup],3,17.4,PayPal,No,47,3.14,Satisfied
O0427,U009,10,W006,1/3/2025 17:59,"[Steak,Juice]",5,54.12,PayPal,Yes,,3.32,Neutral
O0428,U020,2,W010,1/2/2025 5:48,"[Soup,Coke,Water]",3,97.61,PayPal,No,60,0,Unsatisfied
O0429,U040,2,W010,1/8/2025 20:18,"[Soup,Steak,Water,Pizza,Juice]",4,102.41,CreditCard,No,25,0,Unsatisfied
O0430,U031,1,W004,1/9/2025 1:54,"[Juice,Pasta,Bread,Pizza,Beer]",1,142.78,Cash,No,17,23.21,Satisfied
O0431,U004,3,W005,1/5/2025 16:28,[Steak],4,28.98,CreditCard,Yes,58,1.45,Satisfied
O0432,U034,2,W001,1/4/2025 12:53,[Pasta],1,25.36,PayPal,Yes,43,0,Unsatisfied
O0433,U042,3,W005,1/6/2025 12:56,[Beer],5,43.25,Cash,Yes,39,0,Unsatisfied
O0434,U041,4,W005,1/2/2025 19:49,"[Pizza,Steak,Salad]",2,43.06,CreditCard,No,,7.85,Satisfied
